beneficiary_id,project_id,country,region,aid_type,distribution_date,amount_usd,age,gender,household_size
B11290,P130,Kenya,Nairobi,Food Aid,2024-05-03,169.43,28.0,Male,11
B11380,P131,South Sudan,Dar es Salaam,Water & Sanitation,2024-07-18,183.9,73.0,Female,2
B10579,P162,Ethiopia,Dar es Salaam,Education Grant,2024-11-25,207.19,34.0,Male,9
B10328,P193,Tanzania,Kisumu,Education Grant,2024-09-03,181.21,55.0,Male,6
B12578,P153,Ethiopia,Dar es Salaam,Education Grant,2023-08-22,164.03,69.0,Male,8
B10892,P100,Ethiopia,Kampala,Medical Support,2024-04-05,203.33,51.0,Male,5
B12416,P107,Ethiopia,Juba,Water & Sanitation,2024-02-16,177.57,43.0,Female,4
B10780,P100,Ethiopia,Kisumu,Water & Sanitation,2024-01-04,158.89,10.0,Male,2
B10159,P178,Ethiopia,Nairobi,Education Grant,2024-01-20,182.83,19.0,Female,7
B11582,P137,Uganda,Nairobi,Cash Transfer,2023-03-06,99.21,72.0,Female,5
B11690,P120,Uganda,Kampala,Food Aid,2023-01-08,179.33,25.0,Male,3
B12341,P130,Uganda,Mombasa,Cash Transfer,2023-05-30,171.05,31.0,male,5
B10061,P119,Ethiopia,Kisumu,Cash Transfer,2023-12-08,140.72,74.0,Female,10
B10849,P121,Kenya,Kisumu,Food Aid,2024-08-22,123.45,22.0,Male,7
B12688,P100,Uganda,Juba,Cash Transfer,2023-08-27,187.84,39.0,Male,4
B12911,P123,Uganda,Juba,Cash Transfer,2023-11-23,167.92,58.0,Female,7
B12092,P158,Uganda,Kampala,Medical Support,2023-06-29,181.11,66.0,Male,11
B11043,P195,South Sudan,Dar es Salaam,Water & Sanitation,2023-08-30,148.07,31.0,Male,6
B12513,P116,Tanzania,Juba,Food Aid,2023-07-06,137.25,24.0,Female,11
B11977,P123,Kenya,Mombasa,Water & Sanitation,2024-07-20,197.38,28.0,Female,2
B11656,P109,Ethiopia,Kisumu,Medical Support,2023-05-11,158.42,56.0,Male,1
B11070,P137,Ethiopia,Kisumu,Medical Support,2023-08-04,147.65,17.0,Male,6
B10053,P119,Kenya,Juba,Medical Support,2024-05-22,180.58,8.0,Male,6
B10258,P111,Tanzania,Nairobi,Food Aid,2024-06-30,172.19,25.0,Female,6
B10505,P147,Uganda,Kisumu,Medical Support,2024-08-26,125.64,40.0,Female,8
B10752,P131,Ethiopia,Kisumu,Water & Sanitation,2024-01-28,101.21,48.0,Female,8
B12172,P154,Tanzania,Dar es Salaam,Education Grant,2024-04-15,134.01,35.0,Female,9
B10217,P189,Kenya,Kampala,Medical Support,2024-06-10,138.16,78.0,Male,9
B12306,P101,Ethiopia,Nairobi,Water & Sanitation,2023-04-04,180.34,36.0,Male,11
B11554,P125,Tanzania,Kampala,Cash Transfer,2023-03-05,138.68,67.0,Female,1
B10472,P126,Ethiopia,Juba,Medical Support,2024-11-05,74.24,73.0,M,9
B12290,P116,Ethiopia,Kisumu,Medical Support,2023-07-01,236.94,7.0,Male,3
B11389,P134,Ethiopia,Dar es Salaam,Medical Support,2023-01-28,112.33,31.0,Male,4
B12769,P179,Ethiopia,Kampala,Education Grant,2023-05-14,140.18,22.0,Female,3
B11266,P191,Kenya,Mombasa,Food Aid,2024-05-14,144.44,10.0,Male,7
B12483,P137,Tanzania,Addis Ababa,Cash Transfer,2024-12-17,111.67,33.0,Male,6
B11748,P113,Ethiopia,Addis Ababa,Water & Sanitation,2024-07-10,159.48,49.0,Male,8
B10771,P127,Uganda,Kampala,Medical Support,2024-04-02,121.88,41.0,Male,5
B12821,P123,Kenya,Addis Ababa,Cash Transfer,2024-08-08,192.26,19.0,Male,11
B11795,P127,Ethiopia,Dar es Salaam,Medical Support,2024-09-15,112.4,25.0,Male,11
B12704,P167,Kenya,Addis Ababa,Cash Transfer,2024-07-28,162.47,63.0,Male,2
B11085,P143,South Sudan,Nairobi,Medical Support,2024-08-29,171.5,30.0,Female,6
B11756,P196,South Sudan,Mombasa,Food Aid,2024-07-26,143.13,30.0,male,10
B11569,P174,Ethiopia,Kisumu,Education Grant,2023-01-02,123.55,20.0,Female,7
B11325,P168,Kenya,Juba,Food Aid,2023-04-18,51.23,51.0,Male,10
B12136,P189,South Sudan,Nairobi,Cash Transfer,2023-09-15,155.09,6.0,Female,3
B12804,P194,Ethiopia,Juba,Education Grant,2024-04-24,-50.0,32.0,Female,1
B12899,P191,Kenya,Addis Ababa,Education Grant,2023-12-26,164.37,63.0,Male,6
B12067,P147,Tanzania,Juba,Water & Sanitation,2023-11-17,143.29,67.0,Female,10
B12543,P154,Ethiopia,Dar es Salaam,Food Aid,2024-06-04,134.58,70.0,Female,2
B11717,P193,South Sudan,Nairobi,Cash Transfer,2024-05-30,159.52,62.0,Female,11
B11718,P127,Tanzania,Nairobi,Water & Sanitation,2024-09-11,185.47,64.0,Male,9
B11752,P119,South Sudan,Kampala,Cash Transfer,2024-10-11,117.3,38.0,female,1
B11163,P127,Uganda,Kisumu,Medical Support,2023-01-03,67.73,66.0,Male,4
B10963,P188,Ethiopia,Kisumu,Cash Transfer,2024-10-09,185.45,12.0,Female,11
B12921,P102,Ethiopia,Dar es Salaam,Food Aid,2024-05-20,187.25,41.0,Male,11
B12407,P193,Ethiopia,Kampala,Education Grant,2024-12-19,191.49,55.0,Male,10
B10398,P164,Tanzania,Nairobi,Medical Support,2024-10-07,144.27,77.0,Female,11
B10584,P125,South Sudan,Nairobi,Education Grant,2023-12-17,159.09,19.0,Male,11
B10948,P193,South Sudan,Dar es Salaam,Water & Sanitation,2023-09-11,147.72,47.0,F,8
B10704,P175,Kenya,Addis Ababa,Water & Sanitation,2024-10-20,72.17,64.0,Female,11
B10431,P119,Uganda,Juba,Food Aid,2023-03-24,48.04,19.0,Male,5
B10292,P125,Uganda,Dar es Salaam,Medical Support,2023-12-31,120.53,57.0,Female,8
B10145,P157,Tanzania,Kampala,Water & Sanitation,2023-01-06,189.09,75.0,Female,4
B10323,P112,Ethiopia,Juba,Education Grant,2024-11-07,254.62,35.0,Male,2
B12236,P183,Tanzania,Nairobi,Education Grant,2024-09-02,150.71,68.0,Male,6
B11165,P111,Kenya,Nairobi,Food Aid,2024-11-30,271.99,23.0,female,10
B11452,P180,Uganda,Juba,Education Grant,2023-05-24,162.04,57.0,Female,3
B10002,P194,Uganda,Kisumu,Education Grant,2023-09-08,182.38,58.0,Male,6
B10576,P154,Ethiopia,Juba,Food Aid,2024-05-06,161.78,35.0,Female,1
B12941,P162,Kenya,Addis Ababa,Medical Support,2023-04-27,126.68,73.0,Male,1
B10339,P122,South Sudan,Kampala,Water & Sanitation,2023-06-18,121.81,73.0,Female,5
B11820,P118,Uganda,Kampala,Water & Sanitation,2023-11-11,143.44,37.0,Female,8
B11791,P160,Uganda,Addis Ababa,Food Aid,2023-03-22,155.75,48.0,Female,11
B10925,P147,Uganda,Kisumu,Education Grant,2023-03-10,73.84,52.0,Male,4
B10265,P174,South Sudan,Dar es Salaam,Education Grant,2024-03-01,87.61,54.0,Male,3
B10376,P157,Uganda,Addis Ababa,Education Grant,2024-08-18,193.62,12.0,Male,4
B11902,P149,Kenya,Kampala,Cash Transfer,2023-03-05,208.66,77.0,Male,5
B11463,P111,Ethiopia,Nairobi,Water & Sanitation,2023-11-16,107.47,29.0,Female,1
B10271,P106,South Sudan,Mombasa,Medical Support,2024-11-05,78.21,61.0,Female,4
B10696,P144,Kenya,Nairobi,Water & Sanitation,2024-05-28,166.31,71.0,Male,9
B12993,P161,Tanzania,Kampala,Food Aid,2023-08-09,139.39,74.0,Female,1
B10244,P140,Uganda,Mombasa,Education Grant,2023-12-29,89.99,62.0,Male,2
B12832,P116,South Sudan,Nairobi,Medical Support,2024-09-30,228.14,42.0,Male,11
B10476,P198,Kenya,Dar es Salaam,Medical Support,2023-01-13,178.83,10.0,Male,8
B11732,P140,Ethiopia,Kisumu,Food Aid,2024-11-23,149.03,14.0,Male,5
B11966,P179,Tanzania,Kisumu,Medical Support,2023-03-22,140.13,49.0,Female,3
B12272,P184,South Sudan,Juba,Cash Transfer,2024-05-29,116.21,49.0,Male,6
B11713,P170,Tanzania,Addis Ababa,Education Grant,2024-04-25,192.37,71.0,Male,1
B12802,P115,Ethiopia,Addis Ababa,Cash Transfer,2024-01-18,167.49,49.0,Male,11
B12973,P138,Kenya,Dar es Salaam,Cash Transfer,2024-06-07,249.36,21.0,F,6
B11965,P150,South Sudan,Kampala,Cash Transfer,2024-11-27,154.48,36.0,female,11
B11909,P163,South Sudan,Dar es Salaam,Food Aid,2023-08-15,157.15,46.0,Female,3
B10250,P163,Uganda,Addis Ababa,Education Grant,2023-01-24,86.96,67.0,Male,2
B10413,P188,Uganda,Nairobi,Water & Sanitation,2024-11-08,213.88,31.0,Female,5
B10545,P102,Ethiopia,Kampala,Food Aid,2023-04-01,110.16,13.0,Female,8
B11193,P112,Tanzania,Mombasa,Medical Support,2023-09-24,165.99,59.0,Male,5
B10738,P171,Uganda,Addis Ababa,Water & Sanitation,2023-11-03,233.27,39.0,Female,10
B10310,P164,Kenya,Addis Ababa,Cash Transfer,2023-02-20,139.12,34.0,Male,2
B11726,P125,Uganda,Kampala,Medical Support,2023-03-08,123.2,44.0,Female,7
B10893,P135,Ethiopia,Nairobi,Cash Transfer,2023-12-02,208.46,9.0,Male,10
B11131,P153,Ethiopia,Juba,Cash Transfer,2023-07-04,171.1,28.0,Female,8
B11449,P191,Ethiopia,Addis Ababa,Education Grant,2023-06-05,151.06,59.0,Female,1
B12926,P126,South Sudan,Addis Ababa,Food Aid,2024-08-12,144.19,68.0,M,10
B10015,P152,South Sudan,Nairobi,Education Grant,2023-02-04,121.89,22.0,Male,6
B11992,P162,Kenya,Juba,Food Aid,2024-12-03,209.45,75.0,Female,9
B10721,P149,Kenya,Mombasa,Medical Support,2023-03-21,64.49,28.0,Male,8
B11420,P126,Kenya,Addis Ababa,Medical Support,2023-06-15,176.91,74.0,Female,8
B12652,P118,Kenya,Addis Ababa,Cash Transfer,2024-05-28,175.54,9.0,Female,10
B10981,P116,South Sudan,Kampala,Cash Transfer,2024-02-01,171.27,72.0,Female,7
B11913,P183,South Sudan,Dar es Salaam,Water & Sanitation,2024-11-03,175.04,41.0,Female,2
B11539,P143,Tanzania,Nairobi,Education Grant,2024-11-07,6.39,38.0,Male,6
B12548,P164,Tanzania,Addis Ababa,Water & Sanitation,2024-09-10,201.07,26.0,Female,11
B11550,P171,Kenya,Kampala,Cash Transfer,2024-02-02,144.99,58.0,Female,9
B12439,P178,Tanzania,Juba,Water & Sanitation,2024-07-21,69.67,55.0,Female,9
B10363,P122,Uganda,Mombasa,Water & Sanitation,2023-07-16,170.09,73.0,Male,5
B12040,P132,Uganda,Dar es Salaam,Education Grant,2023-06-16,115.26,10.0,Female,9
B10182,P103,South Sudan,Nairobi,Water & Sanitation,2023-08-30,96.46,35.0,Male,8
B10985,P169,Kenya,Nairobi,Cash Transfer,2023-04-18,92.08,54.0,Male,8
B12033,P195,Tanzania,Juba,Education Grant,2024-10-30,175.27,42.0,Male,6
B11194,P146,South Sudan,Kampala,Medical Support,2024-08-03,70.35,52.0,Male,11
B11807,P117,Tanzania,Nairobi,Education Grant,2024-12-18,175.44,57.0,F,11
B11712,P174,Kenya,Dar es Salaam,Cash Transfer,2024-11-05,41.37,10.0,Female,2
B11121,P165,Tanzania,Dar es Salaam,Education Grant,2024-09-24,209.35,27.0,Male,11
B10187,P144,South Sudan,Kampala,Cash Transfer,2024-02-16,146.36,35.0,M,6
B10619,P111,Ethiopia,Kisumu,Cash Transfer,2024-04-29,161.19,71.0,Female,4
B12567,P172,Uganda,Kisumu,Cash Transfer,2024-01-02,182.56,60.0,Female,6
B11175,P192,Tanzania,Juba,Medical Support,2024-02-10,135.97,42.0,Female,1
B11182,P169,Uganda,Kisumu,Water & Sanitation,2024-08-08,195.92,72.0,Male,6
B12401,P196,Tanzania,Nairobi,Education Grant,2023-06-10,158.84,12.0,Female,1
B12463,P126,South Sudan,Juba,Cash Transfer,2024-02-11,88.12,33.0,female,4
B10614,P196,South Sudan,Kampala,Water & Sanitation,2023-03-29,272.29,23.0,Male,10
B11513,P153,South Sudan,Kampala,Food Aid,2024-02-07,56.67,61.0,Female,10
B11466,P165,Ethiopia,Addis Ababa,Medical Support,2024-06-15,233.5,28.0,Female,6
B10401,P192,Kenya,Kampala,Food Aid,2024-11-28,120.03,19.0,Female,9
B10994,P154,South Sudan,Kampala,Medical Support,2023-01-03,99.92,72.0,Male,8
B10934,P138,Uganda,Dar es Salaam,Water & Sanitation,2024-11-19,172.0,59.0,Female,7
B10371,P199,Tanzania,Kisumu,Cash Transfer,2023-02-20,174.9,36.0,female,9
B11964,P175,Kenya,Kampala,Medical Support,2023-06-05,177.78,70.0,M,7
B12905,P129,Tanzania,Mombasa,Cash Transfer,2024-07-29,187.53,49.0,Male,1
B10593,P162,Kenya,Mombasa,Education Grant,2023-02-20,166.68,62.0,Female,3
B11952,P110,Uganda,Dar es Salaam,Water & Sanitation,2023-05-30,104.71,62.0,Male,9
B10726,P156,Uganda,Juba,Medical Support,2023-12-29,150.92,78.0,Male,2
B10826,P141,Kenya,Kampala,Education Grant,2024-10-07,228.98,48.0,Male,2
B11711,P188,Tanzania,Kampala,Water & Sanitation,2024-04-15,143.98,66.0,Male,1
B10687,P163,Kenya,Kampala,Medical Support,2024-04-16,131.26,43.0,Female,6
B12232,P103,Uganda,Juba,Cash Transfer,2023-01-17,51.49,20.0,Female,5
B10136,P166,South Sudan,Addis Ababa,Food Aid,2024-05-10,110.84,11.0,Female,5
B12467,P134,Ethiopia,Mombasa,Cash Transfer,2023-05-16,151.9,24.0,Female,2
B10628,P122,Tanzania,Addis Ababa,Water & Sanitation,2024-05-20,152.79,41.0,Female,9
B10334,P176,Tanzania,Mombasa,Food Aid,2023-07-24,198.76,40.0,Male,8
B10390,P100,Kenya,Mombasa,Cash Transfer,2024-01-01,105.08,12.0,Female,7
B12505,P139,South Sudan,Addis Ababa,Water & Sanitation,2023-11-13,108.73,79.0,Female,6
B11109,P113,South Sudan,Dar es Salaam,Food Aid,2023-11-23,245.7,13.0,Female,9
B12227,P173,Uganda,Kampala,Education Grant,2024-04-25,119.98,12.0,Male,1
B12717,P184,Uganda,Mombasa,Water & Sanitation,2023-04-02,194.26,75.0,Female,2
B10710,P111,Uganda,Addis Ababa,Medical Support,2023-06-25,160.55,41.0,Male,9
B11039,P174,Tanzania,Addis Ababa,Medical Support,2024-04-22,202.35,21.0,Female,9
B11924,P137,South Sudan,Juba,Medical Support,2024-05-27,253.7,13.0,M,9
B11889,P122,Ethiopia,Kisumu,Water & Sanitation,2023-03-31,149.28,10.0,Female,1
B12668,P131,Ethiopia,Kampala,Medical Support,2024-10-23,177.61,27.0,Female,1
B11561,P186,Uganda,Juba,Food Aid,2023-04-08,112.64,30.0,Female,8
B12776,P192,Tanzania,Kampala,Food Aid,2023-07-30,137.19,27.0,Female,9
B11594,P149,South Sudan,Addis Ababa,Cash Transfer,2023-02-25,31.85,66.0,Male,8
B12538,P107,South Sudan,Dar es Salaam,Medical Support,2023-09-24,87.71,15.0,Male,1
B11112,P119,South Sudan,Dar es Salaam,Cash Transfer,2024-12-29,193.5,33.0,Male,3
B10465,P133,Ethiopia,Juba,Medical Support,2024-12-19,138.95,43.0,Female,6
B11560,P157,Uganda,Nairobi,Food Aid,2024-09-06,148.93,36.0,Female,1
B11223,P102,South Sudan,Dar es Salaam,Education Grant,2023-07-26,170.69,22.0,M,6
B11995,P137,Kenya,Kisumu,Education Grant,2024-11-21,203.51,8.0,Female,4
B12986,P130,South Sudan,Mombasa,Medical Support,2023-02-19,143.86,47.0,male,10
B12365,P173,South Sudan,Nairobi,Medical Support,2023-07-11,226.69,59.0,Female,7
B11508,P178,Uganda,Kisumu,Water & Sanitation,2024-11-10,154.42,14.0,Male,5
B11104,P172,Kenya,Kampala,Water & Sanitation,2023-02-08,205.41,20.0,Male,6
B12031,P120,Ethiopia,Addis Ababa,Water & Sanitation,2023-08-05,101.32,50.0,Female,9
B10338,P171,Ethiopia,Kampala,Education Grant,2024-12-25,170.65,67.0,Male,1
B10215,P155,Ethiopia,Kisumu,Medical Support,2024-12-16,187.95,17.0,Female,1
B11615,P122,Ethiopia,Dar es Salaam,Water & Sanitation,2023-08-26,309.66,73.0,Male,9
B12428,P187,Ethiopia,Nairobi,Medical Support,2023-03-22,206.22,22.0,Female,7
B12870,P114,South Sudan,Kampala,Education Grant,2023-03-15,118.13,60.0,female,10
B12823,P196,Uganda,Juba,Food Aid,2024-11-29,79.74,56.0,female,3
B11592,P166,Uganda,Kisumu,Water & Sanitation,2024-10-26,171.83,76.0,Male,2
B12289,P132,Uganda,Nairobi,Cash Transfer,2024-09-12,221.12,11.0,Male,1
B11721,P182,Ethiopia,Juba,Medical Support,2024-12-02,137.02,26.0,Male,8
B12540,P156,Uganda,Juba,Water & Sanitation,2024-11-10,114.52,10.0,Female,8
B10816,P170,Kenya,Nairobi,Medical Support,2024-03-02,163.35,45.0,Female,6
B11067,P171,Ethiopia,Dar es Salaam,Cash Transfer,2024-04-08,208.04,24.0,Female,10
B12046,P179,Tanzania,Addis Ababa,Education Grant,2024-09-29,150.01,,Female,4
B10274,P169,Uganda,Juba,Medical Support,2024-01-16,100.92,49.0,Female,7
B12261,P192,Tanzania,Kampala,Water & Sanitation,2024-12-29,170.21,40.0,Male,10
B10865,P117,Kenya,Nairobi,Education Grant,2023-07-10,130.61,14.0,Male,9
B10101,P113,Ethiopia,Kisumu,Cash Transfer,2023-08-11,128.97,21.0,Male,9
B11501,P161,Ethiopia,Kampala,Food Aid,2024-01-02,122.44,52.0,Female,11
B12166,P149,Tanzania,Nairobi,Water & Sanitation,2024-03-20,109.46,19.0,Female,2
B10171,P147,Ethiopia,Kampala,Education Grant,2023-07-13,109.21,37.0,Male,3
B10107,P185,Tanzania,Juba,Education Grant,2024-11-20,158.73,,Female,6
B11922,P103,Kenya,Kampala,Water & Sanitation,2023-04-10,96.36,21.0,male,9
B11521,P123,Uganda,Nairobi,Food Aid,2023-08-25,179.1,6.0,Female,9
B12113,P139,Uganda,Mombasa,Education Grant,2024-05-20,99.89,35.0,Female,11
B12219,P140,Ethiopia,Juba,Cash Transfer,2024-10-09,137.65,15.0,Male,6
B12828,P169,Ethiopia,Kisumu,Food Aid,2024-01-30,197.57,22.0,Female,8
B12360,P119,South Sudan,Mombasa,Medical Support,2023-04-18,98.53,60.0,Female,10
B12059,P104,Tanzania,Addis Ababa,Cash Transfer,2023-05-12,159.68,38.0,Male,7
B12005,P119,Uganda,Kisumu,Cash Transfer,2023-02-27,160.66,69.0,Female,8
B12886,P196,Uganda,Addis Ababa,Education Grant,2023-06-09,123.69,41.0,Female,8
B12357,P194,South Sudan,Kampala,Cash Transfer,2023-01-29,157.17,61.0,Male,2
B12593,P184,Tanzania,Kampala,Water & Sanitation,2023-08-18,152.9,42.0,Male,6
B11797,P195,Kenya,Kisumu,Education Grant,2023-08-08,110.2,33.0,Female,9
B10295,P101,Uganda,Kisumu,Cash Transfer,2023-01-02,115.35,63.0,Female,5
B10712,P137,Ethiopia,Dar es Salaam,Food Aid,2023-04-19,122.75,25.0,Female,6
B10072,P112,Tanzania,Mombasa,Education Grant,2024-03-04,148.21,66.0,Male,7
B12134,P139,Uganda,Addis Ababa,Education Grant,2024-07-26,132.3,32.0,Female,6
B12286,P127,Kenya,Dar es Salaam,Education Grant,2023-05-31,189.17,59.0,Male,5
B12579,P172,Ethiopia,Addis Ababa,Cash Transfer,2024-01-01,237.93,36.0,Male,4
B12992,P151,Ethiopia,Nairobi,Cash Transfer,2023-03-23,153.6,11.0,Female,4
B10481,P192,Ethiopia,Nairobi,Food Aid,2024-12-26,102.22,8.0,Male,3
B12928,P151,Kenya,Juba,Education Grant,2024-05-25,228.91,39.0,Female,6
B11530,P153,Uganda,Kampala,Food Aid,2024-10-20,157.04,53.0,Male,11
B12571,P181,Tanzania,Kampala,Medical Support,2023-06-22,77.57,37.0,Female,2
B11514,P171,South Sudan,Dar es Salaam,Water & Sanitation,2023-06-16,1000.0,24.0,Male,7
B12980,P198,South Sudan,Dar es Salaam,Cash Transfer,2023-12-08,163.2,13.0,Male,7
B11490,P141,Uganda,Mombasa,Education Grant,2024-01-21,122.41,11.0,Female,9
B11171,P196,Ethiopia,Addis Ababa,Education Grant,2024-12-31,164.06,43.0,Female,1
B12469,P175,Ethiopia,Nairobi,Food Aid,2023-02-11,139.53,41.0,Female,2
B11866,P118,Uganda,Mombasa,Cash Transfer,2024-02-20,201.63,65.0,Male,6
B12090,P199,Tanzania,Nairobi,Water & Sanitation,2024-05-26,166.34,58.0,Male,11
B12233,P159,Kenya,Kisumu,Food Aid,2024-08-14,194.63,17.0,Male,9
B12288,P177,Tanzania,Nairobi,Medical Support,2023-06-29,120.12,31.0,Female,4
B10405,P108,Ethiopia,Dar es Salaam,Food Aid,2023-07-13,181.14,20.0,Female,2
B10757,P141,Uganda,Nairobi,Cash Transfer,2023-06-06,159.24,71.0,Female,5
B11999,P123,South Sudan,Nairobi,Water & Sanitation,2024-03-02,112.75,33.0,Female,3
B12685,P123,South Sudan,Mombasa,Education Grant,2023-02-27,165.81,10.0,Male,10
B11918,P198,Uganda,Kisumu,Medical Support,2024-04-25,141.59,72.0,Male,6
B10097,P128,Ethiopia,Kisumu,Water & Sanitation,2023-08-17,163.05,14.0,Female,6
B11333,P120,Kenya,Kampala,Medical Support,2024-12-12,224.54,18.0,Female,7
B12406,P157,Tanzania,Juba,Cash Transfer,2024-07-03,85.02,74.0,Female,10
B10743,P186,Tanzania,Dar es Salaam,Water & Sanitation,2024-06-10,151.3,65.0,Male,2
B10806,P187,Uganda,Nairobi,Food Aid,2024-01-02,161.11,70.0,Female,9
B12788,P130,Uganda,Kampala,Food Aid,2024-11-18,127.19,59.0,Male,1
B11938,P192,Tanzania,Addis Ababa,Education Grant,2023-05-02,204.29,57.0,Female,2
B12517,P146,Ethiopia,Addis Ababa,Medical Support,2024-11-17,39.03,46.0,Female,3
B11535,P144,Kenya,Juba,Education Grant,2024-12-20,70.26,63.0,male,9
B12066,P185,Ethiopia,Juba,Medical Support,2023-07-13,28.06,43.0,Male,9
B12621,P101,Ethiopia,Dar es Salaam,Education Grant,2024-06-03,189.45,37.0,Female,1
B10148,P121,Tanzania,Nairobi,Cash Transfer,2023-01-30,176.1,63.0,Male,2
B11811,P109,South Sudan,Juba,Cash Transfer,2023-01-03,157.34,10.0,male,5
B12069,P171,Ethiopia,Dar es Salaam,Education Grant,2024-05-29,196.31,52.0,Female,6
B12372,P162,Uganda,Nairobi,Medical Support,2023-04-25,158.0,54.0,Female,5
B11315,P163,Kenya,Mombasa,Education Grant,2024-05-27,84.41,71.0,Male,7
B10692,P115,Kenya,Mombasa,Cash Transfer,2023-06-25,95.95,16.0,F,11
B10818,P137,Kenya,Mombasa,Medical Support,2023-12-29,154.11,38.0,male,4
B11728,P179,Tanzania,Dar es Salaam,Cash Transfer,2024-01-09,168.36,22.0,Male,3
B11386,P168,South Sudan,Kampala,Medical Support,2024-09-05,215.09,37.0,Male,8
B12298,P128,Kenya,Dar es Salaam,Education Grant,2024-04-23,182.52,58.0,Male,8
B12211,P170,South Sudan,Dar es Salaam,Food Aid,2023-01-23,180.23,61.0,Male,5
B11599,P173,Uganda,Kampala,Water & Sanitation,2023-04-18,113.6,69.0,Female,10
B12378,P190,Kenya,Kisumu,Cash Transfer,2023-04-13,129.33,22.0,Male,1
B12474,P162,Kenya,Nairobi,Food Aid,2023-08-16,165.19,64.0,Female,2
B10701,P196,South Sudan,Mombasa,Cash Transfer,2023-11-08,202.45,41.0,Male,11
B12309,P190,Kenya,Juba,Education Grant,2024-01-10,194.38,56.0,Male,8
B12840,P170,South Sudan,Juba,Cash Transfer,2024-11-04,164.78,25.0,Male,5
B10921,P102,Ethiopia,Juba,Food Aid,2024-10-29,98.67,6.0,Male,2
B11424,P165,Kenya,Kisumu,Education Grant,2024-03-02,97.76,42.0,Male,4
B11708,P163,Uganda,Addis Ababa,Food Aid,2023-09-30,143.37,34.0,Female,5
B10905,P194,Uganda,Kisumu,Medical Support,2023-05-21,152.32,10.0,Male,3
B10454,P164,Uganda,Dar es Salaam,Water & Sanitation,2023-11-11,123.49,33.0,Female,6
B12098,P108,Kenya,Dar es Salaam,Medical Support,2023-06-04,72.31,34.0,Male,3
B12110,P116,South Sudan,Juba,Food Aid,2023-02-03,122.79,5.0,Female,5
B12321,P162,South Sudan,Kisumu,Water & Sanitation,2023-01-08,188.95,58.0,Female,7
B11809,P183,Kenya,Mombasa,Medical Support,2023-10-27,194.75,71.0,Female,9
B10167,P188,Ethiopia,Juba,Water & Sanitation,2024-10-04,244.84,56.0,Male,1
B10730,P171,Tanzania,Dar es Salaam,Water & Sanitation,2024-08-29,159.79,76.0,Male,9
B12175,P176,South Sudan,Juba,Education Grant,2024-03-24,254.48,28.0,Male,4
B11310,P153,South Sudan,Mombasa,Medical Support,2023-05-29,148.75,7.0,Male,8
B10026,P185,Uganda,Addis Ababa,Water & Sanitation,2023-09-24,92.45,13.0,Female,4
B12601,P173,Tanzania,Mombasa,Education Grant,2023-12-27,180.99,18.0,Female,6
B11652,P122,Kenya,Nairobi,Medical Support,2023-05-11,159.72,61.0,Male,8
B11622,P172,Tanzania,Kampala,Food Aid,2024-02-20,195.96,43.0,Male,6
B10587,P113,South Sudan,Kampala,Food Aid,2024-02-26,107.51,24.0,Male,8
B11401,P123,Uganda,Dar es Salaam,Water & Sanitation,2023-07-31,176.83,15.0,Male,8
B10997,P147,South Sudan,Nairobi,Education Grant,2023-10-15,182.04,58.0,Male,10
B11176,P194,Uganda,Mombasa,Cash Transfer,2023-02-15,65.35,15.0,Female,2
B11700,P185,South Sudan,Addis Ababa,Food Aid,2024-06-29,167.53,59.0,Female,3
B11040,P197,Uganda,Nairobi,Education Grant,2024-03-18,234.2,61.0,Male,3
B10033,P148,Uganda,Dar es Salaam,Water & Sanitation,2023-03-20,-50.0,63.0,Female,6
B12315,P195,South Sudan,Dar es Salaam,Education Grant,2023-12-31,171.08,27.0,Female,9
B12772,P151,Uganda,Juba,Medical Support,2024-04-06,141.16,20.0,Female,8
B11379,P166,Ethiopia,Mombasa,Education Grant,2024-12-06,241.3,61.0,male,7
B10041,P159,South Sudan,Kampala,Education Grant,2024-03-04,158.57,14.0,Female,9
B11830,P154,Tanzania,Addis Ababa,Food Aid,2024-03-03,185.41,24.0,Female,4
B12206,P103,South Sudan,Addis Ababa,Water & Sanitation,2024-09-21,224.21,35.0,Female,5
B12624,P174,South Sudan,Kisumu,Water & Sanitation,2023-08-27,170.49,14.0,Female,5
B12015,P178,South Sudan,Nairobi,Education Grant,2023-12-24,140.31,68.0,Female,5
B11849,P115,South Sudan,Nairobi,Food Aid,2023-10-02,171.36,30.0,Female,7
B11831,P115,Ethiopia,Mombasa,Water & Sanitation,2023-01-06,161.66,54.0,Male,10
B10609,P107,Uganda,Nairobi,Cash Transfer,2023-10-15,224.8,64.0,Female,2
B11132,P150,Uganda,Kampala,Medical Support,2024-07-03,230.69,22.0,Male,11
B10028,P115,Ethiopia,Nairobi,Water & Sanitation,2024-08-25,119.97,9.0,Female,1
B10441,P102,Uganda,Mombasa,Education Grant,2023-07-04,148.37,5.0,Female,1
B12781,P131,Ethiopia,Kisumu,Medical Support,2024-08-19,117.51,61.0,Female,3
B12177,P184,Uganda,Dar es Salaam,Water & Sanitation,2024-06-08,159.24,58.0,M,2
B10493,P119,South Sudan,Kisumu,Medical Support,2024-06-28,106.94,46.0,Female,11
B11258,P127,Kenya,Nairobi,Cash Transfer,2023-10-25,114.75,45.0,Female,3
